facility_id,company,facility_name,product_type,product,status,city,state,country,latitude,longitude,hq_country,workforce,production_capacity_raw,production_units,brief_profile,supply_chain_segment,material_keywords,capacity_source,supplier_concentration,import_dependency,import_origin_region,lead_time_weeks
2132,Superior Graphite,Chicago Plant #1,Anode Battery Grade Materials,Synthetic graphite,Commercial,Bedford Park,Illinois,US,41.7733441106208,-87.7522463440063,US,300,,,"Superior Graphite specializes in thermal purification, advanced sizing, and blending and coating technologies providing graphite and carbon-based solutions.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""China""}",15
2133,Superior Graphite,Chicago Plant #4,Anode Battery Grade Materials,Synthetic graphite,Commercial,Chicago,Illinois,US,41.827085773592,-87.7315177458598,US,300,,,"Superior Graphite specializes in thermal purification, advanced sizing, and blending and coating technologies providing graphite and carbon-based solutions.",Midstream-BGM,graphite,unknown,False,True,"{""graphite"": ""Other / Diversified""}",13
2135,TerraVolta,TerraVolta,Lithium extraction and Refinement,Lithium carbonate or hydroxide,Commercial,Houston,Texas,US,29.74903,-95.41449,US,5,,,"TerraVolta builds a reliable supply chain by delivering high-quality lithium (precursors)  for electric mobility across industries. It extracts lithium from brine, treat , dry, purify to Li carbonate and hydroxide.",Midstream-BGM,lithium,unknown,False,True,"{""lithium"": ""Australia""}",12
2141,The Mosaic Company,The Mosaic Company,Cathode Battery Grade Materials,Phosphoric acid,Commercial,Tampa,Florida,US,27.9473129287706,-82.4595835043621,US,4500,,,The Mosaic Company mines and processes phosphate and potash minerals into crop nutrients to help farmers produce more food per acre. ,Midstream-BGM,,unknown,False,False,{},10
2142,Toda Advanced Materials,Toda Advanced Materials Sarnia Lithium-ion Battery Material Manufacturing Plant,Precursor Cathode Active Material,Nickel cobalt aluminum oxide unlithiated hydroxide,Commercial,Sarnia,Ontario,Canada,42.9459691278389,-82.4181633997976,Japan,32,4000,MT precursor to cathode active material /yr,"TODA Advanced Materials developed a plant in Sarnia, Ontario, that produces iron oxide particles for rechargeable battery manufacturers. ",Midstream-BGM,"cobalt,nca,nickel,lithium",naatbatt,True,True,"{""cobalt"": ""Indonesia"", ""nickel"": ""Indonesia"", ""lithium"": ""Australia""}",14
2147,Vale Canada Ltd.,Copper Cliff Nickel Refinery (Sudbury),Cathode Battery Grade Materials,"Nickel pellets, powder or rounds",Commercial,Sudbury,Ontario,Canada,46.4481344250307,-81.0841214581597,Brazil,1000,66000,MT contained Ni/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Midstream-BGM,nickel,naatbatt,False,True,"{""nickel"": ""Philippines""}",11
2148,Vale Canada Ltd.,Copper Cliff Nickel Refinery (Sudbury),Cathode Battery Grade Materials,"Cobalt pellets, powder or rounds",Commercial,Sudbury,Ontario,Canada,46.4481344250307,-81.0841214581597,Brazil,1000,1400,MT contained Co/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Midstream-BGM,cobalt,naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo""}",15
2149,Vale Canada Ltd.,Long Harbour Processing Plant,Cathode Battery Grade Materials,"Nickel pellets, powder or rounds",Commercial,Long Harbour,Newfoundland and Labrador,Canada,47.4243557065834,-53.8166133581232,Brazil,250,50000,MT contained Ni/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Midstream-BGM,nickel,naatbatt,False,True,"{""nickel"": ""Philippines""}",11
2150,Vale Canada Ltd.,Long Harbour Processing Plant,Cathode Battery Grade Materials,"Cobalt pellets, powder or rounds",Commercial,Long Harbour,Newfoundland and Labrador,Canada,47.4243557065834,-53.8166133581232,Brazil,250,1700,MT contained Co/yr,"Vale is an international mining company. Within North America, it mines nickel and cobalt. It also handles the purification and shipment of many of its products.",Midstream-BGM,cobalt,naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo""}",15
4001, Altairnano, Altairnano,Prismatic pouch cells,Lithium titanium oxide,Commercial,Anderson,Indiana,US,40.0401271582771,-85.7281215313976,US,106,,,"Altairnano leverages nanoscale technologies for powerful lithium titanate solutions. Its unique nano cells bring advantages to electric grid, transportation, and industrial applications.",Midstream-Cell,lithium,unknown,False,True,"{""lithium"": ""Australia""}",10
4002,A123 Systems,A123 Advanced Engineering Center,Other/ Unknown cells,Lithium iron phosphate,Commercial,Novi,Michigan,US,42.4905518264606,-83.4870597421353,China,493,1,GWh/yr,"
 A123 Systems  aims to make the air fresher. It leads in batteries and control systems, boasting global patents and a renowned customer base after 20 years of innovation.",Midstream-Cell,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""China""}",10
4003,"ABSL Power Solutions, Inc.","ABSL Power Solutions, Inc.",Other/ Unknown cells,Other/ Unknown,Commercial,Longmont,Colorado,US,40.1388017144287,-105.141052274996,US,100,,,"ABSL manufactures lithium-ion batteries for space applications. It conducts design, structural and thermal analysis to ensure their performance exceeds the most demanding requirements.",Midstream-Cell,lithium,unknown,False,True,"{""lithium"": ""Argentina""}",10
4004,Advanced Battery Concepts,Advanced Battery Concepts,Cell Manufacturing and Assembly,Sealed Bipolar Lead Acid,Commercial,Clare,Michigan,US,43.8458336122103,-84.7589573036524,US,50,,,"Advanced Battery Concepts delivers economical, socially, and environmentally responsible energy storage solutions with its advanced bipolar battery technology, driving a cleaner, more sustainable future.",Midstream-Cell,lead_acid,unknown,False,False,{},8
4006,AESC,US Plant,Prismatic pouch cells,Nickel manganese cobalt,Commercial,Smyrna,Tennessee,US,35.9601619115564,-86.4830481888173,Japan,350,3,GWh/yr,"
AESC Group leads the decarbonization revolution with artificial intelligence converging with the internet of things -driven battery solutions, globally pioneering high-performance EV and energy storage, accelerating the shift to a sustainable future.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Australia"", ""lithium"": ""Chile""}",13
4011,American Lithium Energy,ALEC,Other/ Unknown cells,Other/ Unknown,Commercial,Vista,California,US,33.1362549676002,-117.243368889044,US,30,0,GWh/yr,"
American Lithium Energy leads with the world's highest energy density silicon-based lithium-ion batteries, setting industry safety benchmarks. Its patented technologies ensure powerful, long-lasting, and safe cells, eliminating trade-offs in energy density, life cycle, and safety.",Midstream-Cell,lithium,naatbatt,False,True,"{""lithium"": ""Australia""}",8
4013,Amprius,Amprius Lab,Pouch cells,Silicon nanowire anode,Commercial,Fremont,California,US,37.4682357259831,-121.925672668253,US,,0,GWh/yr,"Amprius pioneers the highest energy density lithium-ion batteries, enabling new applications and accelerating markets with indispensable storage capabilities using silicon nanowires.",Midstream-Cell,silicon,naatbatt,False,False,{},6
4015,Ateios Systems,Ateios Systems,LIB Manufacturing,Electrode,Commercial,Newberry,Indiana,US,38.9047142501389,-86.9189559195472,US,12,1,GWh/yr,"Ateios Systems, under a U.S. Army contract, will produce 3Ah Li-ion batteries with reduced fire risk, featuring Ateios electrolyte, graphene-based anode, and semi-solid-state, nickel-manganese-cobalt cathode for military use.",Midstream-Cell,lithium,naatbatt,False,True,"{""lithium"": ""Australia""}",8
4017,Blue Solutions Canada Inc.,Blue Solutions Canada Inc.,Prismatic metal can cells,Solid-state lithium-metal polymer (LMP®),Commercial,Boucherville,Quebec,Canada,45.5560910157497,-73.4251858444949,Canada,450,1,GWh/yr,"
Blue Solutions propels battery tech, elevating energy density, power, and safety. Its solid-state 100% tech, highly recyclable, secures an endurable future. ",Midstream-Cell,lithium,naatbatt,False,True,"{""lithium"": ""China""}",10
4020,Clarios,Clarios  Meadowbrook Battery Manufacturing Plant,Prismatic metal can cells,Lithium nickel cobalt aluminum oxide,Commercial,Holland,Michigan,US,42.75287521596,-86.1085884304932,US,85,1.646,GWh/yr,"Clarios develops advanced batteries for evolving transportation needs. It transforms insightful ideas into impactful realities, anticipating and delivering solutions with agility and flexibility.",Midstream-Cell,"cobalt,nca,lithium,nickel",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""lithium"": ""Chile"", ""nickel"": ""Indonesia""}",13
4022,Dragonfly Energy Holdings Corp,Dragonfly Energy Manufacturing Facility,Cylindrical cells,LFP,Commercial,Reno,Nevada,US,39.4916,-119.7212,US,,0,GWh/yr,"Dragonfly Energy, based in Reno, manufactures lithium-ion batteries using a patented dry electrode process, supporting U.S. supply chains with Battle Born Batteries® for RV, marine, and off-grid applications.",Midstream-Cell,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""Chile""}",8
4024,"EaglePicher Technologies, LLC",Aerospace Business Unit an Lithium Ion Center of Excellence,Cylindrical and Prismatic Can cells,Nickel manganese cobalt,Commercial,Joplin,Missouri,US,37.0643633646964,-94.4008597466067,US,750,,,"EaglePicher Technologies specializes in designing and manufacturing advanced lithium-ion batteries for various applications, including defense, aerospace, and medical devices, ensuring high-performance and reliability.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",unknown,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Other / Diversified"", ""lithium"": ""Australia""}",15
4025,"EaglePicher Technologies, LLC",Defense Strategic Business Unit,Cylindrical and Prismatic Can cells,Nickel cobalt aluminum oxide,Commercial,Joplin,Missouri,US,37.0947870056513,-94.5283974730643,US,,0,GWh/yr,"EaglePicher Technologies specializes in designing and manufacturing advanced lithium-ion batteries for various applications, including defense, aerospace, and medical devices, ensuring high-performance and reliability.",Midstream-Cell,"cobalt,nca,nickel,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""lithium"": ""Argentina""}",13
4026,"EaglePicher Technologies, LLC",Medical Power Production,Pouch and cylindrical Can cells,Lithium cobalt oxide,Commercial,Surrey,British Columbia,Canada,49.1519709108325,-122.859313630878,US,,,,"EaglePicher Technologies specializes in designing and manufacturing advanced lithium-ion batteries for various applications, including defense, aerospace, and medical devices, ensuring high-performance and reliability.",Midstream-Cell,"cobalt,lithium",unknown,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""lithium"": ""Other / Diversified""}",15
4028,Electrovaya,Mississauga,Prismatic metal can cells,Nickel manganese cobalt,Commercial,Mississauga,Ontario,Canada,43.603811074217,-79.7379183582622,Canada,65,0,GWh/yr,"Pioneering the energy transformation with safe, durable lithium-ion batteries, Electrovaya's mission is to accelerate the energy transition with advanced technology for safer and better batteries.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Australia""}",13
4029,Electrovaya,Jamestown,Prismatic metal can cells,Nickel cobalt aluminum oxide,Commercial,Jamestown,New York,US,42.1013823145157,-79.2410981507215,Canada,250 (Planned),0,GWh/yr,"Pioneering the energy transformation with safe, durable lithium-ion batteries, Electrovaya's mission is to accelerate the energy transition with advanced technology for safer and better batteries.",Midstream-Cell,"cobalt,nca,nickel,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""lithium"": ""Australia""}",13
4031,EnerSys,Quallion LLC,Prismatic metal can cells,Nickel manganese cobalt,Commercial,Sylmar,California,US,34.3022844602827,-118.461357446913,US,,,,"EnerSys provides energy storage systems and technology for industrial applications, manufacturing and distributing reserve and motive power batteries, chargers, power equipment, and accessories for telecommunications, utilities, medical, aerospace, and defense.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",unknown,True,True,"{""cobalt"": ""Other / Diversified"", ""nickel"": ""Indonesia"", ""manganese"": ""Other / Diversified"", ""lithium"": ""Other / Diversified""}",14
4033,EnerSys,EnerSys Advanced Systems,Cylindrical and prismatic can cells,Nickel cobalt manganese oxide,Commercial,Horsham,Pennsylvania,US,40.1873,-75.1432,US,,0,GWh/yr,"EnerSys provides energy storage systems and technology for industrial applications, manufacturing and distributing reserve and motive power batteries, chargers, power equipment, and accessories for telecommunications, utilities, medical, aerospace, and defense.",Midstream-Cell,"cobalt,nickel,manganese",naatbatt,True,True,"{""cobalt"": ""Other / Diversified"", ""nickel"": ""Indonesia"", ""manganese"": ""Australia""}",12
4035,Enpower Greentech,Enpower Greentech,Cell Manufacturing and Assembly,Lithium iron phosphate,Commercial,Ann Arbor,Michigan,US,42.277438082902,-83.8005848423289,US,127,,,"Enpower Greentech is a developer of energy storage battery technologies and services designed for renewable energy and smart power applications with focus on cell manufacturing, such as LFP.",Midstream-Cell,"lfp,lithium",unknown,False,True,"{""lithium"": ""China""}",12
4043,Forge Nano,Forge Nano,Cylindrical cells,Nickel manganese cobalt with ALD,Commercial,Thornton,Colorado,US,39.9204246777996,-104.98311545595,US,50,,,"Forge Nano, a materials science leader, accelerates manufacturing innovation and transforms product performance with its nanocoating technology, Atomic Armor.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",unknown,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Chile""}",15
4045,Form Energy,Form Energy,Battery Development,Iron-air batteries,Commercial,Weirton,West Virginia,US,40.4223,-80.5895,US,750,500,MWh/yr,"Form Energy is a U.S. company developing and manufacturing large-scale, iron-air batteries. Its technology is designed for multi-day energy storage to ensure a reliable electric grid.",Midstream-BGM,,naatbatt,False,False,{},8
4063,LG Energy Solution Ltd,LG Energy Solution Michigan Holland Battery Manufacturing Plant,Prismatic pouch cells,Nickel manganese cobalt,Commercial,Holland,Michigan,US,42.7557146219597,-86.0695218035115,Republic of Korea,1495,16,GWh/yr,"LG Energy Solution, subsidiary of the LG Chem,  is a key player in the EV battery market, manufacturing and designing lithium-ion batteries for electric vehicles and energy storage systems.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Philippines"", ""manganese"": ""Other / Diversified"", ""lithium"": ""Other / Diversified""}",13
4068,"Lithion Battery, Inc.",Engineered Power Limited Partnership,Cylindrical cells,Lithium iron phosphate,Commercial,Calgary,Alberta,Canada,51.0648140682421,-113.989535457981,US,70,,,"Lithion Batteries, a vertically integrated manufacturer of battery cells and packs, produces custom, high-quality power solutions globally, emphasizing reliability in critical applications.",Midstream-Cell,"lfp,lithium",unknown,False,True,"{""lithium"": ""Australia""}",10
4069,"Lithion Battery, Inc.","Lithion Battery, Inc.",Cylindrical cells,Lithium iron phosphate,Commercial,Henderson,Nevada,US,36.0346916001221,-115.043187889192,US,31,0,GWh/yr,"Lithion Batteries, a vertically integrated manufacturer of battery cells and packs, produces custom, high-quality power solutions globally, emphasizing reliability in critical applications.",Midstream-Cell,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""China""}",10
4073,Medtronic,Medtronic Energy and Component Center (MECC),Battery Development,Specialized li-ion batteries for implantable medical devices,Commercial,Brooklyn Center,Minnesota,US,45.0592,-93.3138,US,,0,GWh/yr,"Medtronic is a global medical technology company. It designs, tests, and manufactures its own specialized batteries for use in critical life-sustaining medical devices like pacemakers and neurostimulators.",Midstream-BGM,lithium,naatbatt,False,True,"{""lithium"": ""China""}",12
4076,Nanotech Energy,Nanotech Energy,Cylindrical cells,Cell,Commercial,Los Angeles,California,US,34.0437571310723,-118.467556002741,US,23,0,GWh/yr,Nanotech Energy delivers safe and efficient super material-based solutions for cutting-edge products. ,Midstream-Cell,lithium,naatbatt,False,True,"{""lithium"": ""Other / Diversified""}",8
4077,"Navitas Systems, LLC",Navitas Systems Venture Drive,Pouch cells,Nickel manganese cobalt,Commercial,Ann Arbor,Michigan,US,42.2888391999347,-83.8474457439946,US,118,0,GWh/yr,"Navitas Systems specializes in comprehensive energy storage solutions, manufacturing lithium cells and products for commercial and U.S. government/military customers. Its capabilities include advanced chemistries, electronics, system integration, and more.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Australia""}",13
4078,Nexeon,Nexeon,Electrode Materials,Silicon-based anode materials,Commercial,North Charleston,South Carolina,US,32.8843204905493,-79.9751381540034,US,5000,,,"Ingevity delivers solutions that purify, protect, and enhance, using innovative technologies to solve complex problems and promote sustainability.",Midstream-BGM,silicon,unknown,False,False,{},10
4081,Nuvvon Inc,Nuvvon US Lab,Cell,Solid-state battery,Commercial,Parsippany,New Jersey,US,40.8667,-74.4011,US,9,10,Ah,Nuvvon is a solid-state battery materials company developing next-generation energy storage solutions.,Midstream-Cell,"lithium,nickel",unknown,False,True,"{""lithium"": ""Australia"", ""nickel"": ""Indonesia""}",9
4082,"Our Next Energy, Inc.",ONE Circle Gigafactory,Prismatic Cells,Lithium iron phosphate,Commercial,Belleville,Michigan,US,42.2458674465168,-83.5462543573433,US,2100 (Planned),0,GWh/yr,"Our Next Energy is doubling the EV range, prioritizing safety with innovative chemistries, and building a North American supply chain with abundant materials for cost-effective, resilient batteries.",Midstream-Cell,"lfp,lithium",naatbatt,False,True,"{""lithium"": ""Australia""}",8
4083,Panasonic,De Soto Facility,Cylindrical cells,"Nickel manganese cobalt, NCA",Commercial,De Soto,Kansas,US,38.9409312131978,-95.0065400717227,Japan,4000  (Planned),5,GWh/yr,"With a century of experience making batteries, Panasonic is now focused on batteries for EVs that boast high safety, high capacity, and high energy density and building a factory in Kansas.",Midstream-Cell,"cobalt,nmc,nca,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Australia""}",13
4090,Saft America Inc,Saft America Jacksonville Lithium Ion Battery Manufacturing Plant,Pouch cells,NMC,Commercial,Jacksonville,Florida,US,30.79147,-81.88756,France,45,2,GWh/yr,"Saft delivers longer-lasting batteries and systems for critical safety applications, back-up power, and propulsion, ensuring high performance in various environments.",Midstream-Cell,"nmc,cobalt,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Indonesia"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Australia""}",13
4091,Saft America Inc,Saft America Cockeysville Lithium Ion Battery Manufacturing Plant,Cylindrical cells,NMC,Commercial,Cockeysville,Maryland,US,39.4788329384106,-76.6498489463849,France,,0,GWh/yr,"Saft delivers longer-lasting batteries and systems for critical safety applications, back-up power, and propulsion, ensuring high performance in various environments.",Midstream-Cell,"nmc,cobalt,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Indonesia"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""China""}",13
4092,Sakuu Corp,Sakuu,Battery Development,Kavian™ 3D printing platform; Cypress® Li-Metal battery cells,Commercial,San Jose,California,US,37.2613744139406,-121.784331857672,US,60,,,"Sakuu is a leader in battery innovation, offering advanced solutions like the Kavian platform for sustainable, high-volume electrode printing and Cypress Li-Metal Cell technology for superior battery performance.",Midstream-BGM,lithium,unknown,False,True,"{""lithium"": ""China""}",14
4093,Samsung SDI America Inc.,Auburn Hills,Prismatic metal can cells,Other/ Unknown,Commercial,Auburn Hills,Michigan,US,42.7004122349081,-83.2707840576543,South Korea  ,500,,GWh/yr,"Samsung SDI America Inc. specializes in manufacturing lithium-ion batteries, energy storage systems, and electronic materials, focusing on applications in electric vehicles, renewable energy, and consumer electronics industries.",Midstream-Cell,"lithium,nmc,cobalt,nickel,manganese",unknown,True,True,"{""lithium"": ""Australia"", ""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Other / Diversified"", ""manganese"": ""Africa (South Africa, Gabon)""}",15
4095,SK Battery America,SK Battery America Commerce Georgia Battery Manufacturing Plant Phase I,Prismatic pouch cells,Nickel manganese cobalt,Commercial,Commerce,Georgia,US,34.2395817016472,-83.4834659287688,Republic of Korea,1300,10,GWh/yr,"SK Battery America, a subsidiary of SK Innovation, manufactures advanced lithium-ion batteries in various format and chemistries for electric vehicles at their production facilities in Georgia, USA.",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Argentina""}",13
4097,Solid Power Inc.,Solid Power,Other/ Unknown cells,Other/ Unknown,Commercial,Louisville,Colorado,US,39.9637888198299,-105.121641843162,US,127,1,GWh/yr,"Solid Power develops all-solid-state batteries with higher energy and improved safety, for  a clean, sustainable future of battery-powered mobility.",Midstream-Cell,"lithium,nmc,cobalt,nickel,manganese",naatbatt,True,True,"{""lithium"": ""Chile"", ""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)""}",13
4103,Stryten Energy,Ottowa Transportation Manufacturing Plant,Prismatic cell ,Other/ Unknown,Commercial,Ottawa,Ontario,Canada,45.3255969263634,-75.8369008306913,US,,,,"Stryten Energy offers a comprehensive range of advanced lead, lithium, and vanadium batteries, providing versatile energy solutions tailored to specific customer needs through diverse chemistry options.",Midstream-Cell,,unknown,False,False,{},8
4105,Tesla Inc ,Tesla Fremont Pilot Battery Manufacturing Plant,Cylindrical cells,Lithium nickel cobalt aluminum oxide,Commercial,Fremont,California,US,37.4815038573263,-121.933849299915,US,,4,GWh/yr,"Tesla supports the world’s energy transition at its hub for Model S, Model 3, Model X and Model Y production.",Midstream-Cell,"cobalt,nca,lithium,nickel",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""lithium"": ""Argentina"", ""nickel"": ""Other / Diversified""}",13
4107,Tesla Inc.,Gigafactory Texas - Cell 1,Cylindrical cells,Lithium nickel cobalt aluminum oxide,Commercial,Austin,Texas,US,30.23,-97.6,US,400,10,GWh/yr,Tesla is building a lithium-ion battery gigafactory with over 10 million square feet of factory floor. Gigafactory Texas is a manufacturing hub for Model Y and the home of Cybertruck.,Midstream-Cell,"cobalt,nca,lithium,nickel",naatbatt,True,True,"{""cobalt"": ""Indonesia"", ""lithium"": ""Australia"", ""nickel"": ""Indonesia""}",12
4108,Toyota ,Toyota Battery Manufacturing North Carolina (TBMNC),Prismatic cell,NMC,Commercial,Liberty,North Carolina,US,35.8554259702831,-79.5706239770629,Japan,500 (Planned),30,GWh/yr,"
Toyota Battery Manufacturing, North Carolina, will produce lithium-ion batteries for our growing electrified vehicle range. It will be operational in 2025 with 100% renewable energy and six production lines.",Midstream-Cell,"nmc,cobalt,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Indonesia"", ""manganese"": ""Africa (South Africa, Gabon)"", ""lithium"": ""Argentina""}",13
4109,Ultium Cells LLC (JV of GM and LG Energy Solution),Spring Hill Battery Manufacturing Plant,Prismatic pouch cells,"NMCA, LFP",Commercial,Spring Hill,Tennessee,US,35.7273977059276,-86.9670925341904,US,1700 (Planned),45,GWh/yr,"
Ultium Cells is producing batteries for  the future of transportation with cutting-edge battery cells crafted by innovation. Its committed to utilizing state-of-the-art industry methods for superior cell production. ",Midstream-Cell,"nmc,lfp,cobalt,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Indonesia"", ""nickel"": ""Indonesia"", ""manganese"": ""Australia"", ""lithium"": ""Australia""}",12
4110,Ultium Cells LLC (JV of GM and LG Energy Solution),Lordstown Manufacturing Plant,Prismatic cell,Nickel manganese cobalt,Commercial,Warren,Ohio,US,41.1522508340096,-80.8603973,US,1700,45,GWh/yr,"
Ultium Cells is producing batteries for  the future of transportation with cutting-edge battery cells crafted by innovation. Its committed to utilizing state-of-the-art industry methods for superior cell production. ",Midstream-Cell,"cobalt,nmc,nickel,manganese,lithium",naatbatt,True,True,"{""cobalt"": ""Democratic Republic of the Congo"", ""nickel"": ""Philippines"", ""manganese"": ""Australia"", ""lithium"": ""Chile""}",13
4111,Ultralife Corp,Ultralife Corp,Battery Development,Cell,Commercial,Newark,New York,US,43.056,77.07,US,,0,GWh/yr,"Ultralife Corporation designs and manufactures rugged batteries (both rechargeable and non‑rechargeable) and communications systems for defense, energy, medical, and industrial applications globally.",Midstream-BGM,,naatbatt,False,False,{},8
5001, Altairnano, Altairnano,Cell Assemblies/ Groupings,Modules/ Arrays,Commercial,Anderson,Indiana,US,40.0400450189953,-85.7280249711719,US,,,,"Altairnano leverages nanoscale technologies for powerful lithium titanate solutions. Its unique nano cells bring advantages to electric grid, transportation, and industrial applications.",Downstream,,unknown,False,False,{},6
5002, Altairnano, Altairnano,Cell Assemblies/ Groupings,Racks / Cabinets,Commercial,Anderson,Indiana,US,40.0400450189953,-85.7280249711719,US,,,,"Altairnano leverages nanoscale technologies for powerful lithium titanate solutions. Its unique nano cells bring advantages to electric grid, transportation, and industrial applications.",Downstream,,unknown,False,False,{},6
5003,AA Portable Power Corp.,AA Portable Power Corp.,Cell Assemblies/ Groupings,Packs,Commercial,Richmond,California,US,37.9208482060344,-122.352250245024,US,30,,,AA Portable Power Corp. (dba: Batteryspace.com) was founded in 2000 and became a reputable battery manufacturer over the years. ,Downstream,,unknown,False,False,{},6
5004,Accelera by Cummins,Accelera ,Assembly and Integration,Integrated Battery Packs for Trucks and Energy Storage,Commercial, Columbus,Indiana,US,40.6048783510483,-85.8580775791549,US,,,,"Accelera by Cummins provides a diverse portfolio of zero-emission solutions including lithium batteries for the world’s most economically vital industries, empowering them to accelerate the transition to a sustainable future.",Downstream,,unknown,False,False,{},6
5007,Advanced Thermal Solutions,ATS Norwood Manufacturing Center,Cooling plates,Pack materials,Commercial,Norwood,Massachusetts,US,42.1855,-71.205,US,,,,"ATS is a leading engineering and manufacturing firm specializing in thermal management. Since 1989, it has provided innovative cooling solutions including high-performance heat sinks, cold plates, and advanced liquid cooling systems.",Downstream,,unknown,False,False,{},6
5009,AESC,Smyrna Battery Plant,Cell Assemblies/ Groupings,Packs,Commercial,Smyrna,Tennessee,US,36.2176871172536,-86.4610295288187,Japan,400,,,"
AESC Group leads a revolution with artificial intelligence converging with the internet of things-driven battery solutions, globally pioneering high-performance EV and energy storage, accelerating the shift to an endurable future.",Downstream,,unknown,False,False,{},6
5013,Alpha Technologies,Alpha Technologies,Cell Assemblies/ Groupings,Modules/ Arrays,Commercial,Suwanee,Georgia,US,34.0190667141576,-84.0693988162346,US,,,,"Alpha Technologies, and EnerSys company, delivers integrated energy storage systems designed to meet the demands of a fast-evolving energy future, particularly in broadband and renewable energy applications.",Downstream,,unknown,False,False,{},6
5014,Ameresco,Ameresco,Assembly and Integration,Battery Energy Storage,Commercial,Lakewood,Colorado,US,39.7055270371832,-105.138418361793,US,,,,Ameresco – an independent provider of innovative energy efficiency renewable energy solutions throughout North America - offers unique expertise across an array of green energy services including battery energy storage.,Downstream,,unknown,False,False,{},6
5015,American Battery Solutions,Headquarters & Innovation Center,Battery Development,Packs Modules,Commercial,Lake Orion,Michigan,US,42.7270725353159,-83.2435929885638,US,156,2,MWh,American Battery Solutions delivered high-quality lithium-ion integrated battery solutions to meet energy needs,Downstream,,naatbatt,False,False,{},4
5016,American Battery Solutions,ABS Innovation Center,Battery Development,Packs,Commercial,Springboro,Ohio,US,39.5532,84.2625,US,,2,Gwh,American Battery Solutions delivers high-quality lithium-ion integrated battery solutions to meet energy needs,Downstream,,naatbatt,False,False,{},4
